\\Yearly HOEP OR Predispatch Report,,,,,,,,
\\Created at 2023-01-31 08:02:23,,,,,,,,
\\For 2022,,,,,,,,
Date,Hour,HOEP,Hour 1 Predispatch,Hour 2 Predispatch,Hour 3 Predispatch,OR 10 Min Sync,OR 10 Min non-sync,OR 30 Min
2022-01-03,11,38.49,38.09,38.09,38.09,0.22,0.20,0.20
2022-01-03,12,38.80,38.70,38.70,38.89,0.20,0.20,0.16
2022-01-03,13,38.46,38.69,38.60,38.89,0.22,0.20,0.18
2022-01-03,14,38.04,38.58,38.09,38.70,0.22,0.20,0.20
2022-01-03,15,34.80,38.09,38.56,38.70,0.20,0.20,0.13
2022-01-03,16,36.19,38.59,38.89,41.10,0.22,0.20,0.13
2022-01-03,17,38.36,39.14,39.13,41.77,0.57,0.29,0.29
2022-01-03,18,39.21,41.85,41.85,44.33,1.50,1.50,0.51
2022-01-03,19,38.06,38.95,38.91,39.14,0.37,0.37,0.25
2022-01-03,20,35.27,38.09,38.09,38.59,0.20,0.20,0.10
2022-01-03,21,34.76,36.86,36.86,38.09,0.20,0.20,0.10
2022-01-03,22,33.80,34.53,34.53,34.78,0.22,0.20,0.14
2022-01-03,23,32.25,34.60,34.64,34.61,0.87,0.18,0.16
2022-01-03,24,16.12,34.59,34.59,34.16,1.25,0.20,0.20
2022-01-04,1,19.02,33.19,34.16,34.16,1.14,0.20,0.20
2022-01-04,2,21.31,34.16,34.16,34.16,1.12,0.20,0.20
2022-01-04,3,13.58,34.16,34.16,33.45,1.23,0.20,0.20
2022-01-04,4,22.95,36.52,36.52,30.50,0.22,0.17,0.17
2022-01-04,5,33.37,33.80,33.83,33.80,0.34,0.19,0.19
2022-01-04,6,37.30,40.84,43.33,39.60,0.17,0.17,0.16
2022-01-04,7,38.39,51.13,51.13,48.91,0.18,0.18,0.18
2022-01-04,8,38.93,81.00,68.87,56.65,0.27,0.20,0.20
2022-01-04,9,41.99,56.02,78.52,57.53,1.10,0.20,0.20
2022-01-04,10,37.31,37.31,38.35,38.28,0.20,0.20,0.20
2022-01-04,11,36.93,37.20,37.21,37.20,0.20,0.20,0.19
2022-01-04,12,37.23,37.20,37.20,37.31,0.20,0.20,0.20
2022-01-04,13,37.17,37.19,37.20,37.22,0.20,0.20,0.20
2022-01-04,14,33.55,34.03,34.05,37.51,0.20,0.20,0.10
2022-01-04,15,33.87,34.03,37.22,37.22,0.20,0.20,0.11
2022-01-04,16,31.83,34.37,34.01,34.00,0.20,0.20,0.10
2022-01-04,17,35.90,39.00,40.21,37.14,0.93,0.93,0.69
2022-01-04,18,42.00,45.00,42.33,38.32,1.27,1.27,1.02
2022-01-04,19,35.27,37.08,37.06,37.07,1.24,1.24,0.70
2022-01-04,20,35.56,41.16,40.39,37.19,0.20,0.20,0.17
2022-01-04,21,35.76,38.32,38.51,38.29,0.20,0.20,0.16
2022-01-04,22,34.15,34.16,34.20,37.20,0.20,0.18,0.13
2022-01-04,23,38.36,33.89,33.94,34.16,0.73,0.18,0.18
2022-01-04,24,21.95,33.19,33.19,29.77,0.97,0.19,0.19
2022-01-05,1,8.16,31.54,34.16,33.09,1.25,0.20,0.20
2022-01-05,2,0.82,14.39,14.40,14.35,1.26,0.18,0.18
2022-01-05,3,0.00,10.00,9.00,8.97,1.26,0.18,0.18
2022-01-05,4,0.00,0.00,5.25,1.00,1.26,0.20,0.20
2022-01-05,5,0.00,0.00,6.00,5.25,1.26,0.20,0.20
2022-01-05,6,0.00,14.35,27.96,14.37,1.00,0.20,0.20
2022-01-05,7,0.00,36.40,36.44,35.08,1.00,0.20,0.20
2022-01-05,8,0.83,38.00,38.42,39.69,0.31,0.20,0.20
2022-01-05,9,3.85,36.12,36.13,36.12,1.23,1.23,1.23
2022-01-05,10,14.34,30.22,37.62,34.16,1.28,1.28,1.28
2022-01-05,11,37.33,35.84,37.25,36.10,1.07,1.07,1.07
2022-01-05,12,37.67,36.53,36.41,36.38,0.29,0.29,0.29
2022-01-05,13,35.06,36.73,36.49,36.34,0.38,0.37,0.37
2022-01-05,14,34.30,37.80,36.79,36.29,0.48,0.48,0.48
2022-01-05,15,39.85,36.26,36.29,34.16,0.73,0.73,0.73
2022-01-05,16,35.83,36.65,36.41,38.90,0.28,0.28,0.28
2022-01-05,17,30.33,38.52,37.24,38.45,1.41,1.41,1.41
2022-01-05,18,35.98,39.98,39.98,39.20,1.74,1.74,1.74
2022-01-05,19,33.62,38.53,39.12,38.63,1.77,1.77,1.77
2022-01-05,20,19.66,36.13,36.42,38.71,1.26,1.26,1.26
2022-01-05,21,31.96,34.16,36.38,36.49,0.22,0.20,0.20
2022-01-05,22,16.25,35.16,35.62,36.42,0.27,0.20,0.20
2022-01-05,23,8.19,35.34,34.16,34.16,1.00,0.20,0.20
2022-01-05,24,0.47,5.83,30.22,30.22,1.14,0.20,0.20
2022-01-06,1,0.00,0.83,14.00,5.65,1.00,0.20,0.20
2022-01-06,2,0.00,4.88,14.40,5.83,1.00,0.20,0.20
2022-01-06,3,5.68,14.39,14.39,15.00,1.00,0.20,0.20
2022-01-06,4,14.36,15.01,15.01,15.01,1.00,0.20,0.20
2022-01-06,5,12.93,16.00,16.00,15.02,1.00,0.20,0.20
2022-01-06,6,7.53,35.65,35.65,37.72,0.28,0.20,0.20
2022-01-06,7,18.86,38.08,40.55,40.54,0.24,0.20,0.20
2022-01-06,8,38.12,40.55,40.55,39.13,0.20,0.20,0.12
2022-01-06,9,35.79,37.84,37.84,37.84,0.20,0.20,0.12
2022-01-06,10,37.84,37.84,37.84,37.85,0.21,0.21,0.10
2022-01-06,11,37.82,37.84,37.87,40.55,0.21,0.21,0.10
2022-01-06,12,37.98,38.10,38.00,40.55,0.20,0.20,0.10
2022-01-06,13,39.03,38.08,39.63,39.64,0.21,0.21,0.10
2022-01-06,14,40.24,39.71,39.52,40.53,0.29,0.29,0.10
2022-01-06,15,38.64,39.31,38.03,39.71,0.26,0.26,0.10
2022-01-06,16,41.54,42.11,42.07,42.06,1.44,1.44,0.18
2022-01-06,17,44.39,46.14,46.13,46.13,7.18,7.18,0.94
2022-01-06,18,54.44,85.00,67.02,65.00,11.78,11.78,1.58
2022-01-06,19,44.56,51.88,56.07,51.88,7.57,7.57,0.82
2022-01-06,20,42.13,46.67,43.65,45.71,1.29,1.29,0.75
2022-01-06,21,42.67,42.31,42.37,42.17,0.20,0.20,0.12
2022-01-06,22,41.40,42.11,42.11,42.16,0.21,0.20,0.11
2022-01-06,23,38.87,41.01,41.01,41.31,0.20,0.20,0.10
2022-01-06,24,38.52,39.52,41.21,37.98,0.19,0.19,0.10
2022-01-07,1,39.22,37.64,37.61,41.44,0.16,0.16,0.11
2022-01-07,2,37.14,37.24,37.24,37.24,0.15,0.15,0.06
2022-01-07,3,37.12,37.24,37.24,37.24,0.15,0.15,0.09
2022-01-07,4,36.91,37.24,37.24,37.24,0.15,0.15,0.09
2022-01-07,5,32.41,37.24,37.24,37.24,0.15,0.15,0.10
2022-01-07,6,34.74,41.82,41.77,37.65,0.15,0.15,0.10
2022-01-07,7,39.16,43.21,43.16,41.82,0.22,0.20,0.16
2022-01-07,8,41.81,43.20,43.23,43.16,0.29,0.29,0.27
2022-01-07,9,41.69,41.78,41.82,41.82,0.29,0.29,0.18
2022-01-07,10,41.96,41.81,41.82,41.62,0.23,0.20,0.19
2022-01-07,11,40.97,41.62,41.14,41.14,0.23,0.20,0.19
2022-01-07,12,40.94,41.58,41.58,40.94,0.22,0.20,0.20
2022-01-07,13,40.82,40.94,41.14,41.62,0.20,0.20,0.20
2022-01-07,14,38.82,40.94,40.94,37.75,0.19,0.19,0.15
2022-01-07,15,37.35,37.62,37.52,37.69,0.18,0.18,0.10
2022-01-07,16,36.82,40.83,40.83,40.83,0.21,0.21,0.10
2022-01-07,17,41.20,43.59,43.71,43.59,0.85,0.85,0.32
2022-01-07,18,50.68,46.23,46.23,52.00,9.27,9.27,1.79
2022-01-07,19,47.08,46.23,44.66,45.00,5.75,5.75,1.73
2022-01-07,20,47.15,47.39,46.23,48.00,5.05,5.05,1.80
2022-01-07,21,51.26,55.22,53.96,56.86,0.23,0.23,0.23
2022-01-07,22,49.93,46.83,52.24,56.97,0.20,0.20,0.20
2022-01-07,23,42.68,41.76,41.76,43.19,0.20,0.20,0.20
2022-01-07,24,41.09,40.94,40.94,40.94,0.20,0.20,0.14
2022-01-08,1,41.44,41.16,41.00,41.82,0.21,0.18,0.14
2022-01-08,2,40.52,40.42,40.42,40.42,0.22,0.15,0.15
2022-01-08,3,38.99,38.03,38.09,40.32,0.15,0.15,0.12
2022-01-08,4,39.61,40.42,38.03,38.03,0.13,0.13,0.10
2022-01-08,5,42.26,40.43,40.43,38.07,0.15,0.15,0.15
2022-01-08,6,42.59,40.43,40.43,40.43,0.17,0.17,0.17
2022-01-08,7,36.07,40.43,40.43,41.35,0.15,0.15,0.08
2022-01-08,8,35.67,40.42,40.32,40.42,0.16,0.16,0.10
2022-01-08,9,29.43,41.47,41.31,41.28,0.20,0.20,0.20
2022-01-08,10,27.06,37.26,40.43,40.43,0.20,0.20,0.20
2022-01-08,11,35.74,37.18,40.32,40.42,0.20,0.20,0.20
2022-01-08,12,34.99,37.02,40.42,38.09,0.18,0.18,0.18
2022-01-08,13,35.01,36.98,40.32,37.21,0.16,0.16,0.16
2022-01-08,14,33.86,36.01,37.16,37.13,0.16,0.16,0.16
2022-01-08,15,35.21,35.98,36.16,36.84,0.16,0.16,0.15
2022-01-08,16,35.60,36.98,36.98,37.07,0.18,0.18,0.14
2022-01-08,17,39.66,42.93,42.76,38.20,0.20,0.20,0.19
2022-01-08,18,104.99,56.30,56.20,46.32,15.68,15.50,15.45
2022-01-08,19,45.21,56.31,44.83,38.20,0.27,0.24,0.24
2022-01-08,20,37.51,45.03,45.02,37.15,0.17,0.17,0.16
2022-01-08,21,37.08,37.23,37.20,37.23,0.15,0.15,0.11
2022-01-08,22,31.78,36.84,36.92,37.25,0.23,0.18,0.18
2022-01-08,23,27.07,36.84,36.84,36.84,0.24,0.20,0.20
2022-01-08,24,18.21,35.96,36.84,36.84,0.25,0.20,0.20
2022-01-09,1,14.31,31.54,36.24,36.24,1.10,0.20,0.20
2022-01-09,2,24.24,14.35,14.38,14.39,1.19,0.20,0.20
2022-01-09,3,2.18,14.34,14.33,14.36,1.31,0.20,0.20
2022-01-09,4,0.00,14.33,13.67,14.33,1.32,0.20,0.20
2022-01-09,5,0.00,14.37,14.34,14.00,1.25,0.20,0.20
2022-01-09,6,0.00,36.24,14.38,14.39,1.00,0.20,0.20
2022-01-09,7,3.35,31.54,36.24,14.39,1.00,0.20,0.20
2022-01-09,8,13.58,36.24,36.24,36.24,1.22,0.20,0.20
2022-01-09,9,14.38,36.24,36.24,36.24,1.00,0.20,0.20
2022-01-09,10,21.30,36.24,36.24,36.24,1.00,0.20,0.20
2022-01-09,11,14.38,36.24,36.24,36.24,0.29,0.20,0.20
2022-01-09,12,10.24,14.39,36.24,36.24,0.30,0.20,0.20
2022-01-09,13,3.71,14.37,14.39,36.24,0.31,0.20,0.20
2022-01-09,14,5.62,36.24,36.24,36.24,0.30,0.20,0.20
2022-01-09,15,0.00,14.40,36.24,36.24,0.32,0.20,0.20
2022-01-09,16,0.00,36.95,36.95,36.95,1.31,0.20,0.20
2022-01-09,17,2.58,37.00,37.00,37.02,0.20,0.20,0.20
2022-01-09,18,12.25,36.95,37.04,37.52,0.20,0.20,0.20
2022-01-09,19,5.95,14.39,36.98,37.00,0.20,0.20,0.20
2022-01-09,20,7.49,14.40,36.75,37.00,1.27,0.20,0.20
2022-01-09,21,16.24,14.34,36.24,36.89,0.29,0.20,0.20
2022-01-09,22,21.07,36.24,36.24,36.24,0.28,0.20,0.20
2022-01-09,23,13.44,31.54,36.24,36.24,0.24,0.20,0.20
2022-01-09,24,5.41,14.40,36.24,36.24,0.25,0.20,0.20
2022-01-10,1,10.41,13.36,14.50,36.24,0.25,0.20,0.20
2022-01-10,2,19.44,13.39,14.50,14.50,0.24,0.20,0.20
2022-01-10,3,13.35,14.50,14.50,31.56,0.25,0.20,0.20
2022-01-10,4,13.35,14.50,14.50,14.50,0.27,0.20,0.20
2022-01-10,5,25.53,14.41,34.74,36.24,0.24,0.21,0.21
2022-01-10,6,16.69,36.24,36.24,36.24,0.25,0.23,0.23
2022-01-10,7,32.51,38.05,37.04,37.03,0.26,0.26,0.26
2022-01-10,8,38.08,38.96,38.05,37.09,0.27,0.27,0.27
2022-01-10,9,37.70,38.05,38.05,40.06,1.17,1.17,1.17
2022-01-10,10,37.70,39.90,38.73,39.89,0.72,0.72,0.72
2022-01-10,11,37.09,39.87,39.84,38.05,0.75,0.75,0.75
2022-01-10,12,36.91,37.00,37.00,37.05,0.29,0.29,0.29
2022-01-10,13,35.72,37.02,36.24,37.03,0.24,0.24,0.16
2022-01-10,14,35.31,36.24,36.24,36.30,0.23,0.23,0.21
2022-01-10,15,34.76,36.24,36.24,36.24,0.25,0.25,0.25
2022-01-10,16,31.90,36.24,36.24,37.06,1.06,1.06,1.06
2022-01-10,17,34.58,39.31,39.31,40.43,6.99,6.99,0.54
2022-01-10,18,38.31,40.42,40.43,40.43,6.99,6.99,0.75
2022-01-10,19,37.34,40.41,40.76,40.70,6.99,6.99,0.75
2022-01-10,20,36.96,40.40,40.43,40.43,6.99,6.99,0.75
2022-01-10,21,37.59,40.43,40.43,40.43,0.75,0.75,0.70
2022-01-10,22,23.95,39.31,39.31,40.43,0.75,0.75,0.75
2022-01-10,23,15.34,36.24,36.24,37.02,1.27,1.27,1.27
2022-01-10,24,35.18,36.16,36.99,36.96,0.31,0.20,0.17
2022-01-11,1,36.57,36.24,36.24,38.49,0.23,0.18,0.18
2022-01-11,2,25.20,37.39,36.24,37.45,0.24,0.20,0.20
2022-01-11,3,27.37,27.46,38.56,38.03,0.24,0.20,0.20
2022-01-11,4,37.50,33.04,38.49,48.78,0.23,0.19,0.15
2022-01-11,5,38.47,38.55,38.54,41.94,0.22,0.20,0.20
2022-01-11,6,38.49,42.83,42.73,42.69,1.26,1.26,0.59
2022-01-11,7,44.77,167.45,205.00,208.80,11.58,11.58,7.27
2022-01-11,8,78.66,277.57,247.76,301.66,29.19,29.10,25.74
2022-01-11,9,151.60,275.00,271.03,275.00,70.42,70.42,29.47
2022-01-11,10,230.87,199.60,199.36,200.00,134.49,134.49,49.58
2022-01-11,11,160.14,159.28,149.82,204.56,69.58,69.58,15.48
2022-01-11,12,51.64,98.21,59.55,75.00,13.32,13.32,13.32
2022-01-11,13,46.04,61.77,58.00,99.00,1.32,1.32,1.32
2022-01-11,14,42.75,50.00,50.00,66.48,1.29,1.29,1.29
2022-01-11,15,43.09,47.37,57.95,49.66,0.90,0.90,0.90
2022-01-11,16,42.64,43.79,43.28,52.22,2.00,2.00,2.00
2022-01-11,17,43.31,77.57,79.80,72.42,10.26,10.26,5.81
2022-01-11,18,44.58,79.79,79.80,95.00,11.03,11.03,7.08
2022-01-11,19,42.09,54.22,80.55,57.52,8.54,8.54,4.59
2022-01-11,20,43.35,49.99,57.52,53.58,1.22,1.22,1.22
2022-01-11,21,44.86,54.21,54.21,54.21,0.30,0.30,0.30
2022-01-11,22,38.58,43.26,43.24,42.93,0.29,0.29,0.29
2022-01-11,23,38.35,38.60,38.60,38.60,0.23,0.23,0.23
2022-01-11,24,36.20,38.53,38.59,38.59,0.22,0.22,0.22
2022-01-12,1,31.56,37.91,40.62,40.73,0.21,0.19,0.19
2022-01-12,2,10.17,33.68,37.20,37.85,0.23,0.20,0.20
2022-01-12,3,0.00,32.15,32.15,36.77,0.26,0.19,0.19
2022-01-12,4,0.00,5.87,32.19,33.65,0.26,0.19,0.19
2022-01-12,5,0.00,1.29,32.14,37.18,0.26,0.19,0.19
2022-01-12,6,0.00,37.23,37.80,41.24,0.26,0.20,0.20
2022-01-12,7,4.37,59.13,81.21,59.49,0.25,0.20,0.20
2022-01-12,8,28.09,37.25,41.68,41.24,0.23,0.20,0.20
2022-01-12,9,37.03,40.73,40.73,41.35,0.22,0.21,0.19
2022-01-12,10,38.65,40.73,40.72,40.73,0.22,0.22,0.22
2022-01-12,11,41.42,41.42,41.67,41.68,0.22,0.22,0.22
2022-01-12,12,53.97,45.97,46.72,41.43,0.51,0.51,0.51
2022-01-12,13,49.66,47.10,44.93,41.42,0.28,0.28,0.28
2022-01-12,14,41.07,41.41,41.35,41.27,0.22,0.22,0.22
2022-01-12,15,45.79,46.69,46.62,41.35,0.71,0.71,0.71
2022-01-12,16,46.57,65.00,46.72,55.86,2.00,2.00,2.00
2022-01-12,17,42.28,107.06,107.06,88.15,12.04,12.04,5.84
2022-01-12,18,48.92,279.00,256.18,150.00,21.12,21.12,12.49
2022-01-12,19,50.30,190.00,190.00,150.22,20.98,20.98,1.85
2022-01-12,20,52.49,175.30,175.00,190.00,19.39,19.39,2.00
2022-01-12,21,76.31,162.50,162.50,124.69,20.16,18.59,2.00
2022-01-12,22,67.61,91.92,91.22,61.68,9.43,9.18,1.03
2022-01-12,23,51.36,59.13,55.51,45.97,0.21,0.20,0.20
2022-01-12,24,49.42,55.00,55.33,51.70,0.22,0.20,0.20
2022-01-13,1,41.98,46.03,46.12,61.30,0.23,0.17,0.14
2022-01-13,2,41.95,43.40,43.40,46.30,0.20,0.20,0.20
2022-01-13,3,41.76,41.95,41.94,46.03,0.20,0.20,0.20
2022-01-13,4,41.93,46.28,45.98,46.34,0.20,0.20,0.20
2022-01-13,5,43.40,58.62,61.30,55.00,0.20,0.20,0.20
2022-01-13,6,44.53,51.15,51.15,46.33,0.22,0.20,0.20
2022-01-13,7,44.67,66.96,65.38,65.56,0.22,0.22,0.22
2022-01-13,8,43.42,125.00,114.11,111.96,1.02,1.02,0.45
2022-01-13,9,45.18,50.85,50.85,117.15,2.54,2.54,0.45
2022-01-13,10,46.05,55.00,61.00,63.55,0.34,0.34,0.34
2022-01-13,11,49.35,103.40,150.00,106.66,0.63,0.63,0.63
2022-01-13,12,62.73,82.02,140.91,72.21,1.29,1.29,1.29
2022-01-13,13,56.54,124.09,133.83,82.02,0.91,0.91,0.91
2022-01-13,14,46.01,150.00,124.33,63.48,0.31,0.31,0.31
2022-01-13,15,46.01,71.93,150.00,85.00,0.31,0.31,0.31
2022-01-13,16,44.41,72.52,121.79,125.00,7.42,7.42,0.75
2022-01-13,17,45.66,230.00,230.00,169.20,22.12,22.12,0.84
2022-01-13,18,48.30,225.81,225.81,226.62,22.89,22.89,0.91
2022-01-13,19,48.84,148.23,155.27,155.27,30.10,30.10,0.96
2022-01-13,20,46.80,52.31,51.04,112.77,11.33,11.33,0.75
2022-01-13,21,45.71,70.93,51.18,70.93,0.24,0.24,0.24
2022-01-13,22,43.88,45.37,45.37,45.37,0.20,0.20,0.20
2022-01-13,23,43.19,45.26,45.26,45.37,0.20,0.20,0.20
2022-01-13,24,47.32,45.37,45.37,45.26,0.20,0.20,0.20
2022-01-14,1,47.35,50.68,45.16,45.87,0.32,0.21,0.21
2022-01-14,2,41.86,41.82,42.50,41.82,0.23,0.20,0.20
2022-01-14,3,41.75,41.75,41.76,50.68,0.23,0.20,0.20
2022-01-14,4,43.42,42.53,41.78,41.74,0.23,0.20,0.20
2022-01-14,5,41.74,41.79,41.79,41.19,0.23,0.20,0.20
2022-01-14,6,41.24,45.17,45.16,42.51,0.23,0.23,0.23
2022-01-14,7,41.95,48.89,45.87,45.17,0.24,0.24,0.24
2022-01-14,8,44.64,45.87,49.94,53.46,0.58,0.58,0.55
2022-01-14,9,45.07,50.88,57.15,80.00,5.99,5.99,0.75
2022-01-14,10,42.26,45.17,45.17,45.78,5.51,5.51,0.76
2022-01-14,11,42.54,45.17,45.80,50.88,4.76,4.76,0.38
2022-01-14,12,42.83,45.17,45.75,45.75,0.29,0.29,0.12
2022-01-14,13,44.21,45.79,45.81,45.78,0.29,0.29,0.29
2022-01-14,14,42.64,45.76,45.77,45.75,0.32,0.32,0.25
2022-01-14,15,42.23,45.78,45.78,45.06,0.47,0.47,0.47
2022-01-14,16,41.73,45.78,45.80,45.80,0.60,0.60,0.60
2022-01-14,17,43.75,45.80,45.84,45.81,0.75,0.75,0.73
2022-01-14,18,43.76,49.93,50.88,48.00,6.81,6.81,0.50
2022-01-14,19,43.62,46.79,48.83,45.17,6.99,6.99,0.53
2022-01-14,20,42.69,45.06,45.06,45.17,5.99,5.99,0.17
2022-01-14,21,42.76,45.17,45.17,45.17,0.26,0.26,0.10
2022-01-14,22,43.91,45.17,45.63,44.94,0.27,0.27,0.23
2022-01-14,23,42.77,44.88,45.06,45.17,0.26,0.20,0.16
2022-01-14,24,42.12,42.88,42.73,42.54,0.26,0.20,0.15
2022-01-15,1,39.93,40.15,42.43,41.50,0.27,0.19,0.12
2022-01-15,2,40.30,41.58,41.58,41.50,0.27,0.20,0.20
2022-01-15,3,42.87,42.87,42.87,41.48,0.27,0.20,0.20
2022-01-15,4,49.16,56.73,52.00,44.11,0.26,0.20,0.20
2022-01-15,5,46.33,49.26,49.26,44.14,0.26,0.20,0.20
2022-01-15,6,53.65,61.22,63.24,50.00,0.27,0.27,0.27
2022-01-15,7,49.83,60.00,63.24,78.88,0.31,0.31,0.31
2022-01-15,8,55.17,88.24,51.89,48.64,1.79,1.79,1.79
2022-01-15,9,148.36,88.01,141.96,91.93,51.29,51.29,51.22
2022-01-15,10,47.90,159.86,134.77,159.86,3.16,3.16,0.91
2022-01-15,11,46.45,193.66,135.00,145.00,0.28,0.28,0.28
2022-01-15,12,45.66,123.69,96.93,120.00,0.27,0.27,0.27
2022-01-15,13,43.84,53.77,88.28,47.25,0.27,0.27,0.27
2022-01-15,14,42.89,55.79,65.12,48.64,0.27,0.27,0.27
2022-01-15,15,42.86,48.64,46.50,44.18,0.27,0.27,0.27
2022-01-15,16,42.66,48.64,160.00,88.28,0.72,0.72,0.72
2022-01-15,17,52.37,162.79,175.00,172.00,10.49,10.49,4.41
2022-01-15,18,157.73,211.45,217.70,296.32,110.26,110.26,7.39
2022-01-15,19,84.49,200.23,200.00,200.00,48.21,48.21,1.74
2022-01-15,20,88.86,200.00,200.00,179.28,35.01,35.01,1.69
2022-01-15,21,49.36,169.69,159.01,169.09,5.04,5.04,0.37
2022-01-15,22,54.87,159.01,164.71,150.00,0.26,0.26,0.19
2022-01-15,23,58.98,135.00,135.00,160.00,0.25,0.24,0.23
2022-01-15,24,54.87,70.00,90.14,60.99,0.25,0.20,0.16
2022-01-16,1,62.42,66.30,68.41,67.08,0.22,0.20,0.20
2022-01-16,2,57.03,66.21,66.21,66.30,0.23,0.20,0.20
2022-01-16,3,50.58,57.99,58.00,60.99,0.24,0.20,0.20
2022-01-16,4,48.40,75.13,70.16,57.99,0.24,0.20,0.20
2022-01-16,5,59.20,59.30,80.14,75.14,0.23,0.20,0.20
2022-01-16,6,57.93,93.82,70.15,70.15,0.23,0.20,0.20
2022-01-16,7,44.84,53.06,75.18,43.73,0.24,0.20,0.20
2022-01-16,8,57.51,75.68,92.02,91.53,0.28,0.28,0.28
2022-01-16,9,44.97,70.68,70.68,70.68,0.28,0.28,0.28
2022-01-16,10,43.11,160.12,87.34,70.15,0.24,0.24,0.24
